cell_idx,dist_mean,dist_std,yaw_mean,yaw_std,count
2218,207.79904402852665,,42.15203857421875,,1.0
2219,188.15749100715303,44.648857066672285,99.30235590253558,72.86967506563607,7.0
2220,155.0715439804782,62.53093046819856,129.44531705644397,32.50142329662555,9.0
2221,207.70123889178385,26.59465836277319,95.55739688873291,56.38324915861802,6.0
2222,143.95859985543842,87.66480361862169,60.85976104736329,73.33030032058502,5.0
2258,200.30413983517624,39.569362358221206,75.80921427408855,48.69702882070755,6.0
2259,146.53330303438003,49.381522624313,94.79672698974609,67.12663581851032,5.0
2260,154.4040644103462,64.8175834877736,67.673703511556,92.43407069360183,3.0
2263,184.9132361565877,4.538163643139293,83.16909027099605,0.43588877644587176,2.0
2265,126.78346331072838,17.55653424101159,101.48433899879456,67.0009371324421,4.0
2266,146.83502060432818,69.29208034068301,121.06317138671876,69.12245809985623,4.0
2269,131.21898118818498,117.45758405886058,68.01482391357422,55.19186006824667,4.0
2270,65.29023388575882,,78.47101497650146,,1.0
2271,192.82470939320677,,159.6026611328125,,1.0
2278,224.25925555381102,4.148942700799664,3.563892364501953,1.0454036869684538,2.0
2280,170.95535114150854,105.6670239634301,60.781742095947266,69.997844327372,4.0
2282,233.82607885581143,25.552326518686645,88.38818359375,98.67093788175643,2.0
2283,182.71234988554184,,95.33363342285156,,1.0
2284,234.07005732200273,22.429542587468784,100.92911529541016,52.33787461054319,4.0
2285,59.1090103339434,74.10549458371494,81.51063537597656,83.45033925743465,2.0
2286,88.98386739746351,69.0589205099931,116.5895782470703,81.23966585866751,5.0
2287,154.45092823985627,76.0499956632829,53.597733633858816,56.68620909549087,7.0
2288,119.21791797427572,78.4905516664734,38.16179911295573,56.63411026699466,3.0
2289,158.3625837270546,,75.23011016845703,,1.0
2293,168.7448326192455,70.81235005441349,112.76142374674477,32.12342756313228,3.0
2294,135.72952373013618,84.70061667610275,67.98567326863606,95.44825020783492,3.0
2295,124.0845484302002,20.046195279070286,40.70126724243164,44.15026962031957,3.0
2296,219.9477834779558,,131.30584716796875,,1.0
